nop;masukkan_nomor_npwp_badan_usaha;masukkan_alamat_npwp_anda;x;y
317502000201802250;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,887555;-6,150685978
;02.672.972.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7417436;-6,1286653
;02.672.972.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7935507;-6,2042013
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA ,TANGERANG;106,8478145;-6,2268189
317107000701902650;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8516448;-6,249450549
317106000500400530;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8516448;-6,249450549
317106000300300080;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8516448;-6,249450549
317106000300100090;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8516448;-6,249450549
317504000401200100;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,944498;-6,10915777
;;;106,7081437;-6,140403553
;;;106,81588;-6,29466
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8518786;-6,1696366
;013379946403002;JL ALTERNATIF SENTUL KANDANG RODA , RT 01 / 010 , Desa Cijujung , Kecamatan Sukaraja Kab Bogor;106,9078942;-6,284504159
;;;106,7071099;-6,143264689
;02.672.927.7-451.001;KP. KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,7443403;-6,2357391
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,9072782;-6,115943
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,7826374;-6,2022477
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8251055;-6,1609395
;02.672.927.7-451.001;KP. KADU RT 003 RW 001, BUNDER/CIKUPA,  TANGERANG;106,7629503;-6,1936654
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,7692123;-6,2080357
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7717986;-6,1693337
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,7872699;-6,1820242
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,9006376;-6,1488551
317204000600200620;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8698768;-6,195448981
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,745731;-6,2300291
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7721085;-6,2354144
;02.672.927.7-451.001;KP KADU RT 003 RW 001,  BUNDER/CIKUPA , TANGERANG;106,7735593;-6,2486294
317503100101620390;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8925218;-6,163161798
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7785883;-6,2253888
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7754224;-6,2648931
Jl. Pegangsaan Dua RG-10/08E Kel. Pegangsaan Dua Kec. Kelapa Gading Jakarta Utara;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9145786;-6,143448134
317503100200301280;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9080231;-6,159548727
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7934705;-6,3094481
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7813998;-6,3114114
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8276012;-6,3306142
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,7827257;-6,2007723
;02.672.927.7-451.001;KP KADU RT 993 RW 001, BUNDER/CIKUPA , TANGERANG;106,828432;-6,2540255
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8380115;-6,308504
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,9173864;-6,1296803
;02.672.927.7-451.001;KP KADU RT 003 RW 001,  BUNDER/CIKUPA , TANGERANG;106,7995683;-6,2498077
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,789797;-6,2585375
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,800891;-6,260109
;02.672.927.7-451.001;KP KADU RT 003 RW 001 BUNDER/CIKUPA , TANGERANG;106,8590713;-6,2285907
;;;106,82045;-6,27685
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8624519;-6,2248676
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8550828;-6,2290504
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8554277;-6,2285546
;;;106,79723;-6,26822
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,7982151;-6,1845929
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7908641;-6,2489266
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7687214;-6,2381154
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7914362;-6,2426727
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8417359;-6,2757625
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8356487;-6,3309614
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8327211;-6,3513427
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7593998;-6,2584764
;02.672.927.7-451.001;KP KADU RT 003 RW 002, BUNDER/CIKUPA , TANGERANG;106,8374779;-6,2535439
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8155732;-6,2619429
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8498619;-6,3011303
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8493582;-6,2366583
;;;106,7313443;-6,136330009
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7992915;-6,1296425
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7577696;-6,1161853
;02.672.927.7-451.001;KP KAU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,742009;-6,1112488
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,790945;-6,1123246
317503100104315860;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,893802;-6,146437614
317502000101610000;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8542548;-6,140489298
;01.337.994.6-092.000;JL. ANCOL 1 NO.09-10;106,8516448;-6,249450549
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8516448;-6,249450549
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,9306151;-6,1093494
317503100201200300;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9029751;-6,164593701
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8674952;-6,2296868
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8590518;-6,3005545
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8769818;-6,2751127
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8885501;-6,3066191
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8575036;-6,3265246
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8781824;-6,2551848
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,9028809;-6,2974401
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8878915;-6,3657166
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8556424;-6,2836276
;02.672.927.7-451.001;KP KADU RT 003 RW 001. BUNDER/CIKUPA , TANGERANG;106,8503656;-6,3265225
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,9026811;-6,2976917
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,9053152;-6,3419047
;;;106,7221509;-6,123431274
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA TANGERANG;106,8795905;-6,3156308
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,9563863;-6,1449452
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,9171619;-6,2281323
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,902172;-6,2197439
317503100104900250;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8903207;-6,150587749
317502000700700930;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8866324;-6,10966753
;;;106,7151747;-6,150319558
317503100104305150;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8941032;-6,153120237
;;;106,7052131;-6,132418697
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,9171847;-6,1146394
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA ,TANGERANG;106,9017242;-6,1659734
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8382464;-6,135537
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8692261;-6,1436867
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA . TANGERANG;106,8124131;-6,2093623
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT 28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,7888173;-6,1743783
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA ,TANGERANG;106,8235612;-6,2011097
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8694201;-6,1761084
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8599662;-6,1752791
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,846986;-6,1613427
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8561127;-6,1863144
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8394297;-6,1870807
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8322087;-6,1582377
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8616195;-6,182269
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8293305;-6,1854898
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA ,TANGERANG;106,8055127;-6,2038543
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8492891;-6,1933429
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8536541;-6,1926357
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8656627;-6,1629237
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8193673;-6,2171287
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA ,TANGERANG;106,8605756;-6,2846224
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8632701;-6,3397316
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8863015;-6,2199433
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8729667;-6,307224
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8648476;-6,2517693
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA, TANGERANG;106,8559794;-6,2010319
;02.672.927.7-451.001;KP KAUDU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8938076;-6,3151126
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA ,TANGERANG;106,8785221;-6,2082743
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA ,TANGERANG;106,9486543;-6,176827
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA ,TANGERANG;106,8722886;-6,2041241
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA ,TANGERANG;106,8696825;-6,2425688
;013379946403002;JL ALTERNATIF SENTUL KANDANG RODA , RT 01 / 010 , Desa Cijujung , Kecamatan Sukaraja Kab Bogor;106,8778498;-6,328875686
;13379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8732268;-6,164420366
317503000701306010;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,899072;-6,119994297
;02.627.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,9026977;-6,1702057
317203100400100580;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,939292;-6,220340465
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA, TANGERANG;106,8134285;-6,3109006
;02.672.927.7-451.001;KP KADU RT 003 RW 001 CIKUPA TANGERANG BANTEN;106,7319457;-6,2000302
317504000401403160;0Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara13379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9372618;-6,102928044
317502000702600030;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8849856;-6,110208926
317504000401403160;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9373332;-6,102879913
317203100302401340;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,959628;-6,249013093
317203000201200260;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8761972;-6,233815013
317503100302205650;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9086904;-6,162215921
317503100302205430;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9101126;-6,163252578
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8947929;-6,148452128
317203000200900070;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8699296;-6,231516725
;013379946403002;Jl Alternatif Sentul Kandang Roda , Rt 01 / 010 , Desa Cijujung , Kecamatan Sukaraja Kab Bogor;106,8296488;-6,5141469
;02.672.927.7-451.001;KP Kadu RT 003 RW 003 Cikupa Tangerang Banten;106,8207464;-6,18906099
317202100500701650;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9078621;-6,247949916
317503100302500580;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9118018;-6,165535773
;;;106,6911904;-6,160693195
;;;106,7337432;-6,140401896
31720310020122820;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9224445;-6,220569185
317203100401000620;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,94381;-6,22794811
317204000202100350;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8604345;-6,210754472
;;;106,729638;-6,135237767
;;;106,7235824;-6,138874681
;;;106,7223143;-6,136798056
317304100300200200;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8545378;-6,175278569
317502000103400780;13379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8768907;-6,142744986
;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8937056;-6,151997843
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,7989047;-6,17812035
317204000501501440;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8670937;-6,204090243
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8201092;-6,326774
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8569806;-6,2329727
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA, TANGERANG;106,7991538;-6,2834136
;;;106,7410768;-6,163828385
;02.672.927.7-451.001;KP Kadu RT 003 RW 003, Cikupa, Kab. Tangerang, Banten;106,7690627;-6,2038598
31.73.050.005.024-0119.0;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31.73.014.001.030-0221.0;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31705000300801210;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31.73.041.002.01-0006;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31.73.041.004.003.0108.0;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31.75.030.008.018-0233.0;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31.75.040.006.033-033.0;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31.75.030.004.012-0141.0;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31710400030110150;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8338607;-6,251200135
-;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,7641303;-6,270953061
317503000701401900;013362389054000;GEDUNG ALFA TOWER Lantai 12 JALAN JALUR SUTERA BARAT KAV 9 ALAM SUTERA PANUNGGANG PINANG KOTA TANGERANG BANTEN;106,8995412;-6,121718174
01.4-009S;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8273832;-6,175648211
-;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8521006;-6,24691538
317203100700400260;013362389054000;GEDUNG ALFA TOWER LANTAI 12 JALAN JALUR SUTERA BARAT KAV ( ALAM SUTERA PANUNGGANGAN TIMUR PINANG KOTA TANGERANG BANTEN;106,9075965;-6,213941083
31.74.011.001.005-0833.0;03.287.416.6-086.001;JL. BASOKA R NO. 1 RT. 005 RW. 002 JOGLO KEMBANGAN JAKARTA BARAT DKI JAKARTA;106,8525516;-6,181970804
317305000700801630;013362389054000;GEDUNG ALFA TOWER LANTAI 12 JALAN JALUR SITERA BARAT ALAM SUTERA KAV 9 PANUNGGANGAN TIMUR PINANG KOTA TANGERANG BANTEN;106,8609625;-6,154217739
31-74-021-004-043-0050-0;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,7303596;-6,12225154
31.75.010.004.035-0349.0;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tanegrang Banten;106,7885332;-6,126218908
31.75.040.003.036.0458.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangeran;106,9527699;-6,124826411
31.75.040.005.004.0179.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangeran;106,9355919;-6,116525149
31.75.040.004.007.0009.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangeran;106,93839;-6,10166
317304100101001630;013362389054000;GEDUNG ALFA TOWER LANTAI 12 JALAN JALUR SUTERA BARAT KAV 9 ALAM SUTERA PENUNGGANGAN TIMUR PINANG KOTA TANGERANG BANTEN;106,853426;-6,184100831
317304000101301740;013362389054000;GEDUNG ALFA TOWER LANTAI 12 JALAN JALUR SUTERA BARAT KAV 9 ALAM SUTERA PENUNGGANGAN TIMUR PINANG KOTA TANGERANG BANTEN;106,8695125;-6,191913485
317304100300200010;013362389054000;GEDUNG ALFA TOWER LANTAI 12 JALAN JALUR SUTERA BARAT KAV 9 ALAM SUTERA PENUNGGANGAN TIMUR PINANG KOTA TANGERANG BANTEN;106,8543214;-6,174873063
317304100401302020;013362389054000;GEDUNG ALFA TOWER LANTAI 12 JALAN JALUR SUTERA BARAT KAV 9 ALAM SUTERA PENUNGGANGAN TIMUR PINANG KOTA TANGERANG BANTEN;106,8474024;-6,181313971
31.75.020.002.028.0357;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8676917;-6,1578543
317502000201700540;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31750400020270660;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
317503000401800100;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
317502000301000850;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
317305000200600350;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8647227;-6,170993089
317503000300903160;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9133343;-6,122914854
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8638113;-6,159243496
